"vehicle_id","vehicle_brand","vehicle_model","vehicle_type","manufacturing_year","battery_manufacturer","battery_chemistry","battery_capacity_kwh","drive_type","odometer_km","vehicle_age_years","fleet_or_private","battery_serial","cycle_count","battery_health_percent","state_of_charge","depth_of_discharge","state_of_health","cell_voltage_avg","cell_voltage_std","pack_voltage","cell_temperature_avg","cell_temperature_max","internal_resistance","charge_efficiency","discharge_efficiency","remaining_capacity","capacity_loss_percent","charging_cycles_last_month","fast_charge_ratio","slow_charge_ratio","average_charge_power_kw","average_charging_time","overnight_charging_ratio","home_charging_ratio","charging_interruptions","overcharge_events","average_speed","average_trip_distance","aggressive_acceleration_score","hard_braking_score","regenerative_braking_usage","highway_driving_ratio","city_driving_ratio","daily_distance","average_ambient_temperature","maximum_temperature","minimum_temperature","humidity","altitude","terrain_type","dust_exposure","last_service_days","cooling_system_health","firmware_updates","previous_faults","maintenance_score","thermal_runaway_risk","voltage_imbalance","temperature_variance","sensor_fault_count","bms_warning_count","abnormal_voltage_events","battery_stress_index","aging_score","thermal_health_score","charging_quality_score","driving_stress_score","predicted_remaining_life_cycles","battery_failure"
"EV114515","BMW","i4","Hatchback","2018","Guoxuan","NMC","137.07","FWD","443290.4","7.78","Fleet","BAT-10014515","2708","80.35","63.27","36.65","81.14","3.64","0.0135","338.52","15.86","28.3","0.485","97.03","94.91","110.14","19.65","18","0.69","0.27","43.06","281.8","0.76","0.08","1","1","19.05","45.14","43.56","78.15","54.79","0.68","0.81","24.34","-1.84","3.26","-12.37","72.25","2062.9","Flat","22.06","1426.6","88.66","23","1","35.36","7.23","21.11","30.14","1","1","1","58.63","89.5","88.43","69.29","39.25","6444","0"
"EV119021","Tesla","Model S","Hatchback","2020","Northvolt","NMC","133.57","FWD","92172.6","6.35","Fleet","BAT-10019021","860","75.63","53.07","58.86","75.09","3.546","0.0396","273.04","23.43","28.63","0.534","95.87","94.8","101.02",,"3","0.48","0.31","19.13","586.52","0.14","0.75","0","1","30.36","98.9","24.93","63.66","31.26","0.91","0.72","75.6","38.2","46.87","20.4","54.72","918.49","Desert","14.68","108.4","91.8","23","2","81.98","1.38","56.43","0","1","0","2","39.43","55.47","96.85","84.97","43.4",,"0"
"EV104635","Renault","Megane E-Tech","Van",,"LG Energy Solution","LFP","144.76","AWD",,"6.04","Private","BAT-10004635","1100","90.81","81.53","57.54","91.17","3.529","0.0121","282.32","9.82","27.45","0.335","96.66","97.51","131.46","9.19","15","0.45","0.41","19.14","374.31","0.09","0.78","1","2","73.03","76.05","70.94","43.15","32.44","0.32","0.55","88.52","-2.26","10.1","-14.57","88.66","311.75","Coastal","13.66","879.7","86.49","7","1","69.51","14.69","21.53","29.71","1","3","2","63.16","53.95","82.36","82.17","51.72","7755","0"
"EV118164","Hyundai","Kona Electric","SUV","2017","CATL","NMC","36.5","AWD","158816.7","9.22","Fleet","BAT-10018164","1478","70.71","9.39",,,"3.519","0.0006","295.6","24.47",,"0.742","94.15","95.1","25.81","29.29","13","0.49","0.5","64.55","46.45",,"0.36","1","2","79.8","80.71","71.51","0.94","19.14","0.6","0.57","57.15","0.41","12.28","-17.68","14.95","765.46","Desert","30.96","483","92.78","29","0","81.7","15.63","4.68","32.94","0","2","1","67.94","78.93","84.62","69.74","30.02","5383","0"
"EV116471","BMW","i4","SUV","2019","Northvolt","NCA","92.82","FWD","171902.2","6.71","Private","BAT-10016471","1440","84.67",,,"84.07","3.586","0.0061","276.12","53.11","65.6","0.532","95.86","94.43","78.59","15.33","4","0.32",,"63.89","85.43","0.48","0.3","1","1","89.3","9.54","74.4","73.62","92.09","0.6","0.94","4.07","26.06","45.69","6.75","79.95","1552.25","Flat","44.4","195.9","84.7","19","2","86.13","54.16","14.2","32.94","0","0","1","57.93","54.54","47.14","80.02","47.73","7738","0"
"EV109528","Porsche",,"Hatchback","2018","SK On","NMC","30.37","RWD","326790.6","7.81","Fleet","BAT-10009528","2201","71.82","66.08","11.54",,"3.759","0.0003","357.1","30.01","37.28","0.626","95.39","93.41","21.81","28.18","32","0.5","0.32",,"48.65","0.18","0.97",,"1","73.3","112.39","81.92","89.27","36.15","0.93","0.11","150.29","18","25.5","5.08","71.27","1800.32","Flat","4.36","618.2","94.55","13","0","68.85",,"3.15","19.28","1","1","2","53.55","90.44","92.69","83.83","65.98",,"0"
"EV107964","Audi","Q4 e-tron","SUV",,"Guoxuan","NMC","84.54","AWD","140138.5","7.2","Fleet","BAT-10007964","959","81.17","36.64","71.34","81.88","3.538","0.0315","251.2","18.83","29.24","0.359","95.99","96.45","68.62","18.83","31","0.27","0.54","38.14","118.59","0.46","0.48","2","0","63.52","44.51","97.19","27.16","97.61","0.97","0.22","30.99","43.79",,"28.37","38.77","349.68","Hilly","88.6","1295.3","74.53","13","2","42.72","13.46","48.77","0","0","1","1","35.96","60.73","85.9","89.15","38.69","8008","0"
"EV118324","Lucid","Air","Hatchback","2023","LG Energy Solution","LFP","93.54","AWD","83956.2","2.92",,"BAT-10018324","973","82.63","48.27","14.44","81.66","3.674","0.003","374.75","32.08","38.92","0.416","96.62","95.43","77.29","17.37","28","0.15","0.76","30.04","197.5","0.21","0.4","0","0","78.95","66.4","74.94","52.34","93.38","0.6","0.81","94.3","26.01","36.03","9.11","99.18","1213.07","Coastal","89.6","837.9","89.56","3","4","46.96","7.99","13.81","12.91","0","1","0","26.28","35.15","92.32","100","44.81","8883","0"
"EV113063","Audi","e-tron GT","Crossover","2018","SK On","LFP","103.51","FWD","113580.9","8.17","Private","BAT-10013063",,"70.4","47.61","63.29","70.44","3.648","0.0085","284.54","4.55","10.61","0.671","95.07","94.38","72.87","29.6","2","0.63","0.35","57.95","123.95","0.9","0.14","1","1","60.88",,"85.62","43.61","55.55","0.3","0.87","15.08","-23.82","-16.59","-35.3","84","494.02","Hilly","86.01","259.9","92.92","7","2",,"14.07","16.42","32.94","0",,"1","78.94","78.24","84.17","69.16","40.19","4740","1"
"EV115468","Hyundai","Ioniq 5","Hatchback","2024","SK On","LFP","58.77","FWD","73235.7","1.89","Private","BAT-10015468","531",,"44.07","53.24","94.48","3.616","0.0006","347.14","17.81","31.67","0.178","96.73","96.23",,,"20","0.57","0.22","39.7","116.56","0.09","0.81","0","0","42.73","99.3","30.7","99.44","41.4","0.64","0.42","142.52","-7.94","0.21","-13.08","42.11",,"Flat","16.96","1196.8","87.22","28","1","51.89","7.29","3.22","32.94","1","3","0","51.46","22.59","93","86.26","56.8","10380","0"
"EV118641","Kia","EV6","Sedan","2021","CATL","NMC","80.95","RWD","109247.8","5.65",,"BAT-10018641","1100","86.99","25.77","55.05","87.93","3.428","0.0337","339.37","41.44","58.11","0.254","95.74","94.99","70.42","13.01","28","0.29","0.66","215.31","36.61","0.71",,"0","0","67.86","122.84","98.65","46.17","77.48","0.84","0.33","87.74","21.65","40.85","16.9","58.98","826.32","Coastal","80.68","1464.8","92.6","11","2","41.28","44.16","49.43","32.94","0","1","1","49.98","53.96","54.91","96.17","56.11","8918","0"
"EV101954","GM","Cadillac Lyriq","Hatchback","2017","LG Energy Solution","LFP","132.74","RWD","152707.7","9.27","Private","BAT-10001954","1357","78.59","50.22","38.99","79.13","3.716","0.0049","327.01","10.87",,"0.396","95.1","94.62","104.32","21.41","17","0.22","0.75","25.76","382.3","0.83","0.01","0","0","22.14","92.35","23.79","46.18","44.15","0.1","0.54","80.54","6.31","20.7","-8.96","87.01","563.64","Mountainous","54.34","1242.1",,"10","1","44.33","5.05","9.04","14.77","2","0","2","37.58","72.44","96.99","91.92","34.78","7272","0"
"EV100110","Hyundai","Ioniq 5","Sedan","2019","Northvolt","LFP","25.67","FWD","205054.2","6.76","Private","BAT-10000110","1325","90","39.13","57.26","90.19","3.684","0.0268","302.09","26.25","32.79","0.282","97","95.04","23.1","10","34","0.55","0.23","63.94","34.26","0.42","0.75","2","0","73.33","119.77","22.61","95.44","47.45","0.34","0.63",,"-21.61","-12.55","-29.24",,"1377.79","Desert","63.79","197.4","95.4","24","2","84.82","8.16","40.63","32.94","0","3","1","56.29","53.91","91.18","80.28","45.32","8204","0"
"EV110042","Volvo","EX30","SUV","2024","SK On","LFP","127.91","RWD","79984","2.17","Private","BAT-10010042","821","95.24","70.66","81.45","94.82","3.503","0.0067","329.28","23.1","36.09","0.249","96.81","96.6","121.82","4.76","15","0.29","0.62","42.63","218.91","0","0.75","0","1","101.11","24.13","98.67","69.23","22.88","0.42","0.77","14.58","-23.41","-6.8","-31.21","24.99","793.45","Hilly","32.16","1220","96.08","20","1","45.3","5.76","14.41","32.94","0","2",,"56.56","30.47",,"89.64","56.15","9173","0"
"EV102855","Ford","Mustang Mach-E","SUV","2022","Envision AESC","NMC","110.61","AWD","215896.3","4.02","Private","BAT-10002855","1376","83.86","29.38","46.49","84.26","3.85","0.0077","300.3","30.19","42.14","0.411","97.29","94.32","92.76","16.14","10","0.33","0.58","47.34","204.16","0.7","0.64","2","0","18.86","68.77","16.07","17.67",,"0.89","0.57","59.97","-19.66","-14.04","-27.53","8.2","1019.22","Hilly","2.75","330.3","96.15","27","1","75.67","7.64","12.62","32.94","1","1","0","48.88","48.71","85.82","91.34","24.44","9090","0"
"EV116322","Mercedes-Benz","EQA","Van","2020","CATL","NMC","87.75","AWD","163398.2","5.5","Private","BAT-10016322","1301","81.7","88.55","47.19","80.26","3.774","0.0122","305.69","16.71","35.39","0.552","97.02",,"71.69","18.3",,"0.51","0.43","36.36","183.06","0.82","0.84","2","0","80.03","112.78","96.39","9.82","29.37","0.05","0.11","55.68","18.95","25.59","5.26",,"1357.39","Coastal","45.38","168.8","94.17","5","1","94.88","7.06","19.43","16.44","1","3","0","44.02","57.48","95.73","84.41","43.2","7378","0"
"EV103322","Tata","Nexon EV","Truck","2024","BYD Battery","NMC","38.98","AWD","126197","1.92","Private","BAT-10003322","1268","95.28","92.28","14.92","93.96","3.698","0.0051","299.54","63.46","73.25","0.238","96.91","96.17","37.14","4.72","30","0.52","0.25","15.55","162.31","0.77","0.14",,"0","112.12","139.79","55.85","50.94","86.62","0.47","0.52","140.46","25.55","45.02","6.33","47.75","2185.69","Coastal","69.6","1373.6","94.58","14","2","39.82","78.8","14.62","32.94","0","2","0","43.09",,"20.85","80.63","45.16","9779","1"
"EV114105","BYD","Atto 3","Sedan","2024","Envision AESC","NMC","97.69","FWD",,"1.71","Private","BAT-10014105","678","95.7","26.99","37.57","94.47","3.667","0.0035","289.69","35.13","45.81","0.271","97.92","97.07","93.49","4.3","40","0.51","0.29","33.33","216.78","0.06","0.92","0","0","12.01","102.19","83.67","83.08",,"0.09","0.49","48.17","0.52","5.96","-10.62","32.84","420.37","Hilly","82.83","1115.8","88.89","25","0","40.36","21.45","6.51","32.94","1","1","0","46.55","22.83","77.58","94.24","58.3","10359","0"
"EV115030","MG","ZS EV","Sedan",,"BYD Battery","NCA","72.14","AWD","93315.1","2.98","Fleet","BAT-10015030","945","87.62","90.81","61.82","88.24","3.507","0.0016","294.59","15.31","31.02","0.287","97.61","96.92","63.21","12.38","15","0.22","0.62",,"93.26","0.59","0.45","1","1","85.75","44.03","84.22","30.03","20.35","0.18","0.01","51.72","16.87","21.99","13.73","59.01","2438.97","Hilly","23.87","995.8","91.95","19","1","52.95","4.68","5.15","14.15","0","1",,"50.66","28.95","96.81","79.56","46.33","8962","0"
"EV108332","BMW","iX","Truck","2018","Envision AESC","LFP","146.42","RWD","125142.7","8.63","Private","BAT-10008332","1038","85.08","11.2","56.47","85.9","3.321","0.0053","312.17","34.56","45.25","0.41","97.08","96.74","124.57","14.92","8","0.15","0.85","27","337.66","0.63","0.66","1","3","67.22","140.75","84.17","66.03","43.22","0.32","0.58","125.41","14.62","24.44","7.76","93.11","1871.4","Hilly","49.18","1410.8","88.33","6","2","38.8","23.41","12.06",,"0","2","0","58.97","63.95","76.19","78.07","53.46","7790","0"
"EV112920","Audi","Q4 e-tron","SUV","2015",,"NMC","68.32","RWD","267276.7","11.01","Private","BAT-10012920","2007","75.55",,"33.84","73.03","3.411","0.0098","300.17","39.76","45.06","0.672","94.64","95.67","51.62","24.45","8","0.39","0.59","53.77","128.51","0.03","0.97","0","1","47.68","142.37","90.59","4.29","45.65","0.35","0.26","90.64","26.48","32.73","19.01","16.7","1485.55","Coastal","81.31","1368.5","87.3","23","0","48.53","27.54","14.77","18.58","2",,"1","51.03","100","66.76","86.36","44.31","6027","0"
"EV113245","BYD","Atto 3","Hatchback","2021","BYD Battery","NMC","92.02","AWD","132690.2","5.49","Private","BAT-10013245","1145","78.61","76.08","21.07","79.29","3.582","0.0078","340.29","34.27","50.65","0.544",,"94.31","72.34","21.39","2","0.36","0.41","37.04","237.83","0.01","0.45","3","1","83.3","110.79","53.51","97.54","59.68","0.47","0.29","98.38","41.54","47.67","25.75","57.6","2005.09","Flat","21.15","600.6","86.2","29","1","72.61","25.92","12.31","9.11","0","1","1","37.39","53.97","69.51","74.82","53.56","7851","0"
"EV102991","Ford","Mustang Mach-E","SUV","2024","Northvolt","LFP","34.22","FWD","161252.6","2.19","Private","BAT-10002991","1513","94.55","71.86","65.43","93.98","3.696","0.0136","321.55","29.81","38.6","0.187","98.2","97.47","32.36","5.45","20","0.12","0.65","40.91","55.59","0.08","0.74","0","0","40.23","8.99","64","4.76","1.77","0.57","0.23","16.99","24.6","37.41","14.96","93.1","963.88","Mountainous","7.08","760.3","93.94","15","0","73.9","9.4","18.47","14","2","1","0","37.38","42.3","88.95","100","31.06","9576","0"
"EV113523","Mahindra","XUV400","Hatchback","2020","Envision AESC","LTO","60.9","AWD","228781.8","6.02","Fleet","BAT-10013523","2167","77.92","12.19","40.83","78.66","3.592","0.0282","280.18","28.63","41.8","0.438","95.75","93.79","47.45","22.08","24","0.19","0.56","10.16","360.94","0.15","0.8","0","1","21.7","65.87","46.5","72.21","12.44","0.1","0.8","68.92","31.69","49.65","15.21","87.95","1014.01","Desert","46.21","473","83.25","25","1",,"13.66","41.98","10.11","0","0","0","36.41","75.37","85.42","96.27","50.61","7555","0"
"EV100997","Tata","Nexon EV","SUV","2024","SK On","NCA","113.55","FWD","160230.7","1.55","Private","BAT-10000997","1116","90.22","99.54","65.18","92.51","3.675","0.0078","330.75","30.41","47.08","0.193","96.94","96.67","102.44","9.78","38","0.31","0.67","33.93","259.05","0.87","0.91","0","0","41.02","113.93","66.2","33.31","95.5","0.2","0.14","101.8","-7.02","3.98","-16.68","42.06","2490.19","Hilly","35.08","478","93.73","25","0","81.88","23.56","11.24","32.94","1","2","2","49.81","33.99","73.37","94.31","41.39","9859","0"
"EV100488","Kia","EV6","SUV","2018","BYD Battery","LMO","73.87","AWD","152288.3","8.29","Private","BAT-10000488","1383","86.54","6.78","54.74","88.14","3.401","0.0033","248.27","18.63","38.54","0.295","96.72","95.86","63.93","13.46","30","0.15","0.7","35.88","205.9","0.89","0.73","0","0","65.85","52.09","47.86","31.42","2.33","0.43","0.55","41.64","-10.51","7.84","-27.86","5.08","1081.27",,"83.69","291","87.45","26","1","86","14.87","6.83","32.94","0","0","1","45.7","64.37","83.85","100","47.37","8326","0"
"EV101844","Porsche","Macan Electric","Crossover","2016","Envision AESC","LFP","77.93","RWD","287861.8","9.76",,"BAT-10001844","2381","72.13","43.63","24.31","72.43","3.527","0.0172",,"25.12","46.72","0.62","96.14","94.86","56.21","27.87","32","0.17","0.77","34.81","178.79","0.83","0.85","2","0","47.82","17.56",,"4.96","26.55","0.93","0.87","6.37","7.93","20.74","-3.14","65.34","2519.51","Mountainous","7.7","687.5",,"1","0","71.64","20.8","25.29","32.94","1","2","1",,"96.41","80.78","100","37.02","6363","0"
"EV105491",,"Ariya","Van","2024","Northvolt","LFP","88.89","FWD","108066.3","1.96","Private","BAT-10005491","913","96.29","6.09","50.76",,"3.686","0.0042","335.43","38.05","52.57","0.219","98.58","98.53","85.59","3.71","4","0.14","0.73","11.13","457.89","0.85","0.57","1","0","86.79","113.25","44.65","26.91","38.07","0.37","0.57","86.63","-24.52","-17.64","-29.25","17.66","991.87","Flat","43.4","1470.3","88.91","18","0","38.86","34.39","9.23","32.94","0","3","0","43.22","26.1","67.87",,"37.12","10489","0"
"EV108921","Tata","Nexon EV","Sedan","2021","Panasonic","NMC","57.07","RWD","112878.1","5.08","Private","BAT-10008921","1099","77.97","73.04","42.1","77.27","3.585","0.0161","347.74","30.94","36.39","0.459","96.76","94.9",,"22.03","29","0.57","0.42","42.2","83.76","0.1","0.99","0","0","59.35","58.65","42.01",,"49.89","0.52","0.61","65.1","7.21","14.85","1.14","85.36","1604.25","Mountainous","35.57","259","94.28","18","1","86.97","2.64","24.98","29.18","1","1","0","52.13","52.62","98.8","92.02","43.86","7950","0"
"EV106116","Lucid","Air","Truck","2015","Northvolt","NMC","59.92",,"173336.9","11.23","Fleet","BAT-10006116","1159","77.9","89.51","26.38","76.81","3.504","0.0013","357.41","19.51","38.13","0.509","95.76","95.14","46.68","22.1","34","0.45","0.5","38.24","138.08","0.13","0.88","2","1","22.64","32.77","48.66","11.99","47.55",,"0.69","19.15","-21.96","-9.78","-41.39","63.1","1432.95","Mountainous","16.13","573.6","93.99",,"0","76.35","8.35","2.95","32.94","1","1","3","57.43","80.62","91.9","70.24","27.06","6886","0"
"EV100471","Kia",,"Van","2019",,"LFP","105.09","RWD","172877.8","7.25","Private","BAT-10000471","1865","84.21","30.84","34.87","84.08","3.441","0.0087","320.01","21.93","39.5","0.471","95.47","96.71","88.5","15.79","37","0.42","0.56","28.29","315.3","0.56","0.89","2","1","85.67","136.93","57.26","24.32","1.28","0.47","0.09","101.7","15.3","28.46","7.68","41.78","590.89",,"28.62","371.8","91.35","6","2","79.76","11.06","17.13","24.2","0","3","2","56.19","74.59","88.18","89.4","44.17","7155","0"
"EV107761","Volvo","EX30","Hatchback","2024","BYD Battery","NMC","77.18","FWD","159209.1","2.32","Fleet","BAT-10007761","1537","95.72","6.07","53.72","95.99","3.682","0.0031","324.02","36.7","50.72","0.185","97.92","96.32","73.88","4.28","6","0.53","0.38","29.8","191.2","0.61","0.94","0","0","96.92","32.26","72.67","89.26","24.64","0.9","0.53","37.74","4.52","24.01","-1.06","43.03","2488.46","Hilly","91.42","660.6","91.78","13","0","89.7","29.94","7.93","32.94","0","1","0","54.56","41","69.02","91.97","59.93","8740","0"
"EV108468","Volkswagen","ID.4","Sedan","2023","Panasonic","LFP","60.88","AWD","89457.8","2.89","Fleet","BAT-10008468",,"95.04","42.98","44.47","93.42","3.568","0.0143","278.3","25.25","40.53","0.204","98.29","97","57.86","4.96","19","0.44","0.34","24.05","160","0.6","0.21","1","1","113.5","78.92","51.02",,"79.63","0.84","0.29","125.23","-0.27","6.7","-14.38","72.01","1376.91","Desert","20.48","1076.5","95.46","2","0","55.32","3.41","19.27","32.94","2","0","1","55.17","29.46","95.62","79.11","52.65","10251","0"
"EV117791","Mercedes-Benz","EQA","Van","2020","LG Energy Solution","LMO","97.27","FWD","316867","5.95","Private","BAT-10017791","2065","77.43",,"35.96","76.3","3.567","0.0118","256.82","16.59","24.83","0.484","95.02","93.32","75.32","22.57","16","0.31","0.5","41.63","182.92","0.55","0.53","0","2","75.39","126.11","9.09","64.46","71.35","0.41","0.57","111.87","19.76","33.86","16.44","88.17","2459.18","Coastal","95.43","1113.3","89.08","28","2","47.21","16.46","20.43","5.07","1","2","3","40.24","71.95","85.03","89.21","41.32","7642","0"
"EV103592","Lucid","Air","Crossover","2024",,"LFP","68.68","RWD","70603.4","1.87","Private","BAT-10003592","716","92.57","38.44","68.27","91.17","3.341","0.0193","290.67","29.94","42.89","0.157","97.06","97.37","63.58","7.43","36","0.4","0.42","64.23","79.16","0.55","0.17","2","0","37.57","16.07","80.64","56.53","93.89","0.75","0.98","17.81","16.03","27.04","0.55","51.3","577.02","Mountainous","31.85","807.7","93.33","28","2","54.98","10.64","31.82","26.86","1","1","1","53.57",,"90.5","84.29","41.79","10265","0"
"EV112909","Mahindra","XUV400","SUV","2016","BYD Battery","LFP","41.69","FWD","128357","9.41","Fleet","BAT-10012909","882",,"78.64","50.4","81.46","3.764","0.0034","338.76","38.82","50.91","0.375","96.55","95","34.05","18.32","11","0.2","0.77","21.31","130.54","0.88","0.53","1","1","39.24","42.54","63.53","55.12","49.52","0.35","0.43","14.76","-2.63","16","-10.41","62.99","2288.39","Desert","75.49","954.8","95.4","21","0","58.92","23.43","8.32",,"1","0","1","55.25","60.3","76.86","89.97",,"7392","0"
"EV102451","Kia","EV6","SUV","2020","BYD Battery","LFP","143.77","AWD","117000.4","5.99","Private","BAT-10002451","1345","77.18","79.48","47.88","77.26","3.374","0.0033","327.28","32.08","46.63","0.603","95.13","93.64","110.96","22.82","10","0.51","0.42",,"460.58",,"0.8","1","0","107.03","120.54","34.38","28.77","40.52","0.87","0.81","155.12","37.97","46.27","26.12","69.74","1189.2","Mountainous","73.01","649.2","84.04","7","1","68.71","26.26","9.5","8.66","0","1","1","40.18","59.96","72.75","89.73","39.69","7029","0"
"EV106291","Tata","Nexon EV","Hatchback","2015","LG Energy Solution","LTO","97.72","AWD","129602.5","11.52","Private","BAT-10006291","1202","64.69",,"20.52","62.66","3.639","0.0099","349.34","1.47","11.3","0.833","94.34","91.96","63.22","35.31","24","0.37","0.49","57.54","132.54","0.31","0.09","0","0","60.16","13.23","6.07","80.71","20.16","0.93","0.33","20.2","11.5","28.63","-3.48","80.56","828.06","Desert","74.1","1283.9","93.21","23","4","23.93","1.51","23.04","0","1","0","0","32.37","95.33","95.2","89.99","35.3",,"0"
